n,r,m
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.17,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.17,timestamp: 1612697698000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.17,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.17,timestamp: 1612697698000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.21,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.21,timestamp: 1612937203000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.21,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.21,timestamp: 1612937203000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.21,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.21,timestamp: 1612937203000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.21,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.21,timestamp: 1612937203000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.20,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.20,timestamp: 1612846132000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.20,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.20,timestamp: 1612846132000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.20,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.20,timestamp: 1612846132000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.20,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.20,timestamp: 1612846132000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.23,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.23,timestamp: 1613019844000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.23,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.23,timestamp: 1613019844000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.23,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.23,timestamp: 1613019844000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.23,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.23,timestamp: 1613019844000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.22,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.22,timestamp: 1613005577000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.22,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.22,timestamp: 1613005577000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.22,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.22,timestamp: 1613005577000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.22,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.22,timestamp: 1613005577000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.25,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.25,timestamp: 1613074529000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.25,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.25,timestamp: 1613074529000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.25,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.25,timestamp: 1613074529000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.25,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.25,timestamp: 1613074529000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.24,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.24,timestamp: 1613043602000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.24,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.24,timestamp: 1613043602000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.24,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.24,timestamp: 1613043602000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.24,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.24,timestamp: 1613043602000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.27,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.27,timestamp: 1613154074000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.27,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.27,timestamp: 1613154074000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.27,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.27,timestamp: 1613154074000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.27,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.27,timestamp: 1613154074000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: us.ihmc:scs2-session-logger:17-0.16.0,artifact_id: us.ihmc:scs2-session-logger,version: 17-0.16.0,timestamp: 1692225557000})","[:dependency {scope: compile,targetVersion: 2.17.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: us.ihmc:scs2-session-logger:17-0.16.0,artifact_id: us.ihmc:scs2-session-logger,version: 17-0.16.0,timestamp: 1692225557000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: us.ihmc:scs2-session-logger:17-0.16.0,artifact_id: us.ihmc:scs2-session-logger,version: 17-0.16.0,timestamp: 1692225557000})",[:dependency_to_log4j {targetVersion: 2.17.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.26,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.26,timestamp: 1613129183000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.26,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.26,timestamp: 1613129183000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.26,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.26,timestamp: 1613129183000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.26,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.26,timestamp: 1613129183000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.29,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.29,timestamp: 1613237245000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
