n,r,m
"(:Release {id: org.infinispan:infinispan-nearcache-client:5.2.11.Final,version: 5.2.11.Final,timestamp: 1416612022000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.modeshape:modeshape-webdav-war:4.0.0.Final,version: 4.0.0.Final,timestamp: 1412277851000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.restcomm:restcomm-connect.telephony.api:8.1.0.issue-1939.58,version: 8.1.0.issue-1939.58,timestamp: 1490793099000})","[:dependency {scope: provided,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.restcomm:restcomm-connect.telephony.api:8.1.0.issue-1939.59,version: 8.1.0.issue-1939.59,timestamp: 1490802796000})","[:dependency {scope: provided,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.hbase:hbase-it:1.0.1.1,version: 1.0.1.1,timestamp: 1431898618000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.12,version: 2.9.12,timestamp: 1570044039000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.10,version: 2.9.10,timestamp: 1569870881000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.13,version: 2.9.13,timestamp: 1570129302000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.11,version: 2.9.11,timestamp: 1569956399000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.14,version: 2.9.14,timestamp: 1570215574000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.15,version: 2.9.15,timestamp: 1570475918000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.16,version: 2.9.16,timestamp: 1570588381000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.17,version: 2.9.17,timestamp: 1570648511000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.18,version: 2.9.18,timestamp: 1570736237000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.19,version: 2.9.19,timestamp: 1570820574000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.20,version: 2.9.20,timestamp: 1571086235000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.21,version: 2.9.21,timestamp: 1571165645000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.22,version: 2.9.22,timestamp: 1571269724000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.23,version: 2.9.23,timestamp: 1571343672000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.24,version: 2.9.24,timestamp: 1571424785000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.25,version: 2.9.25,timestamp: 1571772699000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:health:2.9.26,version: 2.9.26,timestamp: 1571863899000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release:Release_depend {id: com.yomahub:tlog-core:1.1.5-TBS,artifact_id: com.yomahub:tlog-core,version: 1.1.5-TBS,timestamp: 1604893373000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.1.0,version: 1.1.0,timestamp: 1472987811000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.1.1,version: 1.1.1,timestamp: 1478028655000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.1.2,version: 1.1.2,timestamp: 1481918890000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.1.3,version: 1.1.3,timestamp: 1487334180000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.1.4,version: 1.1.4,timestamp: 1493141637000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.1.6,version: 1.1.6,timestamp: 1494870903000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.1.5,version: 1.1.5,timestamp: 1494011460000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.1.7,version: 1.1.7,timestamp: 1500825255000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.1.8,version: 1.1.8,timestamp: 1509556546000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.1.9,version: 1.1.9,timestamp: 1511457361000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.nhncorp.ntaf:ntaf-fitlibrary:20101102-p1,version: 20101102-p1,timestamp: 1288677775000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.alfasoftware:morf-postgresql:2.1.0,version: 2.1.0,timestamp: 1682414979000})","[:dependency {scope: test,targetVersion: 1.2.15}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.alfasoftware:morf-postgresql:2.1.1,version: 2.1.1,timestamp: 1683649262000})","[:dependency {scope: test,targetVersion: 1.2.15}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.kylin:kylin-stream-core:3.1.0,version: 3.1.0,timestamp: 1593245143000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.kylin:kylin-stream-core:3.1.1,version: 3.1.1,timestamp: 1602510914000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.kylin:kylin-stream-core:3.1.2,version: 3.1.2,timestamp: 1618784562000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.kylin:kylin-stream-core:3.1.3,version: 3.1.3,timestamp: 1640769291000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.googlecode.mycontainer:mycontainer-ejb:1.4.11,version: 1.4.11,timestamp: 1404998335000})","[:dependency {scope: test,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.3.0,version: 1.3.0,timestamp: 1529826870000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.3.1,version: 1.3.1,timestamp: 1537207873000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.3.3,version: 1.3.3,timestamp: 1537544004000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.3.2,version: 1.3.2,timestamp: 1537466930000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.3.4,version: 1.3.4,timestamp: 1539196285000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-generator:1.3.5,version: 1.3.5,timestamp: 1540668058000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.kylin:kylin-spark-classloader:4.0.0-beta,version: 4.0.0-beta,timestamp: 1612354842000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.thymeleaf.extras:thymeleaf-extras-conditionalcomments:2.1.2.RELEASE,version: 2.1.2.RELEASE,timestamp: 1469052516000})","[:dependency {scope: test,targetVersion: 1.2.15}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.janusgraph:janusgraph-hadoop:0.6.4-20230224-225911.65a435e,version: 0.6.4-20230224-225911.65a435e,timestamp: 1677280031000})","[:dependency {scope: runtime,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.alfasoftware:morf-postgresql:2.0.0,version: 2.0.0,timestamp: 1674045290000})","[:dependency {scope: test,targetVersion: 1.2.15}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.alfasoftware:morf-postgresql:2.0.1,version: 2.0.1,timestamp: 1677175666000})","[:dependency {scope: test,targetVersion: 1.2.15}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.alfasoftware:morf-postgresql:2.0.3,version: 2.0.3,timestamp: 1677772275000})","[:dependency {scope: test,targetVersion: 1.2.15}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.alfasoftware:morf-postgresql:2.0.2,version: 2.0.2,timestamp: 1677498991000})","[:dependency {scope: test,targetVersion: 1.2.15}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.alfasoftware:morf-postgresql:2.0.4,version: 2.0.4,timestamp: 1678099694000})","[:dependency {scope: test,targetVersion: 1.2.15}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.alfasoftware:morf-postgresql:2.0.5,version: 2.0.5,timestamp: 1678881753000})","[:dependency {scope: test,targetVersion: 1.2.15}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.alfasoftware:morf-postgresql:2.0.6,version: 2.0.6,timestamp: 1679401231000})","[:dependency {scope: test,targetVersion: 1.2.15}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.alfasoftware:morf-postgresql:2.0.7,version: 2.0.7,timestamp: 1681210844000})","[:dependency {scope: test,targetVersion: 1.2.15}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.alfasoftware:morf-postgresql:2.0.8,version: 2.0.8,timestamp: 1681983865000})","[:dependency {scope: test,targetVersion: 1.2.15}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.github.knaw-huc:annorepo-common:0.5.0-beta,version: 0.5.0-beta,timestamp: 1686830911000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.fasterxml.jackson.datatype:jackson-datatype-hibernate4:2.6.0-rc1,version: 2.6.0-rc1,timestamp: 1432013853000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.fasterxml.jackson.datatype:jackson-datatype-hibernate4:2.6.0-rc2,version: 2.6.0-rc2,timestamp: 1433826233000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.fasterxml.jackson.datatype:jackson-datatype-hibernate4:2.6.0-rc4,version: 2.6.0-rc4,timestamp: 1436752499000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.fasterxml.jackson.datatype:jackson-datatype-hibernate4:2.6.0-rc3,version: 2.6.0-rc3,timestamp: 1435368869000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.ringojs:ringojs:1.1.0,version: 1.1.0,timestamp: 1487603643000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.springframework.integration:spring-integration-test:4.2.0.RELEASE,version: 4.2.0.RELEASE,timestamp: 1441874305000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.smsc:mproc-api:7.3.111,version: 7.3.111,timestamp: 1483194956000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.smsc:mproc-api:7.3.113,version: 7.3.113,timestamp: 1483949197000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.smsc:mproc-api:7.3.112,version: 7.3.112,timestamp: 1483706650000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.smsc:mproc-api:7.3.114,version: 7.3.114,timestamp: 1483967860000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.smsc:mproc-api:7.3.115,version: 7.3.115,timestamp: 1484511904000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.smsc:mproc-api:7.3.116,version: 7.3.116,timestamp: 1485262185000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.smsc:mproc-api:7.3.117,version: 7.3.117,timestamp: 1485780534000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.smsc:mproc-api:7.3.119,version: 7.3.119,timestamp: 1486142562000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.smsc:mproc-api:7.3.135,version: 7.3.135,timestamp: 1492586276000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.smsc:mproc-api:7.3.136,version: 7.3.136,timestamp: 1492761464000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.smsc:mproc-api:7.3.147,version: 7.3.147,timestamp: 1495126876000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.smsc:mproc-api:7.3.148,version: 7.3.148,timestamp: 1495179651000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.smsc:mproc-api:7.3.150,version: 7.3.150,timestamp: 1495981325000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.smsc:mproc-api:7.3.151,version: 7.3.151,timestamp: 1495990540000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.smsc:mproc-api:7.3.153,version: 7.3.153,timestamp: 1496052049000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.lessonbuilder:lessonbuilder-api:21.0,version: 21.0,timestamp: 1616042511000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.lessonbuilder:lessonbuilder-api:21.1,version: 21.1,timestamp: 1624653984000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.lessonbuilder:lessonbuilder-api:21.2,version: 21.2,timestamp: 1640013319000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.lessonbuilder:lessonbuilder-api:21.3,version: 21.3,timestamp: 1651334182000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.lessonbuilder:lessonbuilder-api:21.4,version: 21.4,timestamp: 1662939653000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.sakaiproject.lessonbuilder:lessonbuilder-api:21.5,version: 21.5,timestamp: 1677194073000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.kylin:kylin-stream-core:3.0.0,version: 3.0.0,timestamp: 1575870337000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.kylin:kylin-stream-core:3.0.2,version: 3.0.2,timestamp: 1589288386000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.kylin:kylin-stream-core:3.0.1,version: 3.0.1,timestamp: 1581597267000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.kaltura:KalturaOttApiClient:4.81.6.21593,version: 4.81.6.21593,timestamp: 1528987011000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.kaltura:KalturaOttApiClient:4.81.6.21595,version: 4.81.6.21595,timestamp: 1528999091000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.tinygroup.annotation.0.0.12.tinygroup:database:0.0.12,version: 0.0.12,timestamp: 1389963936000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
